ix,iy,town,clng,clat,poi_count,poi_with_seed,n_entity_0hop,n_entity_within_1hop,n_entity_within_2hop,mentions_0hop,mentions_within_1hop,mentions_within_2hop,official_0hop,official_within_1hop,official_within_2hop
18,78,丹灶镇,112.90325,23.13325,2,2,3,30,1270,21,2552,15273,2,22,901
18,77,丹灶镇,112.90325,23.12875,2,1,3,30,1270,21,2552,15273,2,22,901
19,77,丹灶镇,112.90775,23.12875,1,1,3,30,1270,21,2552,15273,2,22,901
15,59,丹灶镇,112.88975,23.04775,1,1,3,57,1241,120,1838,14669,3,49,779
14,60,丹灶镇,112.88525,23.05225,1,1,2,52,1240,112,1826,14659,2,44,779
19,59,丹灶镇,112.90775,23.04775,4,4,5,96,1188,129,2475,14770,4,80,884
21,59,丹灶镇,112.91675,23.04775,4,4,5,96,1188,129,2475,14770,4,80,884
20,60,丹灶镇,112.91225,23.05225,4,2,5,96,1188,129,2475,14770,4,80,884
20,58,丹灶镇,112.91225,23.04325,10,10,5,96,1188,129,2475,14770,4,80,884
20,59,丹灶镇,112.91225,23.04775,6,6,5,96,1188,129,2475,14770,4,80,884
21,58,丹灶镇,112.91675,23.04325,40,25,4,84,1148,111,2330,14477,4,73,857
19,58,丹灶镇,112.90775,23.04325,2,1,2,55,927,59,1712,13022,2,46,693
27,68,丹灶镇,112.94375,23.08825,1,1,2,10,820,10,1531,12069,2,6,592
18,53,丹灶镇,112.90325,23.02075,4,4,1,10,807,35,1232,11858,1,8,464
20,53,丹灶镇,112.91225,23.02075,2,1,1,10,807,35,1232,11858,1,8,464
19,53,丹灶镇,112.90775,23.02075,3,3,1,10,807,35,1232,11858,1,8,464
17,53,丹灶镇,112.89875,23.02075,7,2,1,10,807,35,1232,11858,1,8,464
19,54,丹灶镇,112.90775,23.02525,1,1,1,10,807,35,1232,11858,1,8,464
14,59,丹灶镇,112.88525,23.04775,1,1,1,7,375,4,492,5895,1,6,270
13,58,丹灶镇,112.88075,23.04325,4,2,1,7,375,4,492,5895,1,6,270
16,54,丹灶镇,112.89425,23.02525,1,1,1,7,334,3,637,7065,1,5,239
17,54,丹灶镇,112.89875,23.02525,14,7,1,7,334,3,637,7065,1,5,239
21,54,丹灶镇,112.91675,23.02525,2,2,1,7,326,4,563,6950,1,4,241
20,54,丹灶镇,112.91225,23.02525,1,1,1,7,326,4,563,6950,1,4,241
29,55,丹灶镇,112.95275,23.02975,2,2,1,6,298,4,543,6625,1,4,210
28,55,丹灶镇,112.94825,23.02975,3,1,1,6,298,4,543,6625,1,4,210
28,54,丹灶镇,112.94825,23.02525,2,1,1,6,298,4,543,6625,1,4,210
14,57,丹灶镇,112.88525,23.03875,3,3,1,9,57,8,113,2138,1,8,45
24,68,丹灶镇,112.93025,23.08825,1,1,1,1,1,2,2,2,1,1,1
24,69,丹灶镇,112.93025,23.09275,2,2,1,1,1,2,2,2,1,1,1
25,68,丹灶镇,112.93475,23.08825,2,2,1,1,1,2,2,2,1,1,1
23,68,丹灶镇,112.92575,23.08825,1,1,1,1,1,2,2,2,1,1,1
32,65,丹灶镇,112.96625,23.07475,1,0,0,0,0,0,0,0,0,0,0
28,60,丹灶镇,112.94825,23.05225,3,0,0,0,0,0,0,0,0,0,0
30,59,丹灶镇,112.95725,23.04775,2,0,0,0,0,0,0,0,0,0,0
30,58,丹灶镇,112.95725,23.04325,1,0,0,0,0,0,0,0,0,0,0
15,60,丹灶镇,112.88975,23.05225,3,0,0,0,0,0,0,0,0,0,0
32,66,丹灶镇,112.96625,23.07925,1,0,0,0,0,0,0,0,0,0,0
32,64,丹灶镇,112.96625,23.07025,1,0,0,0,0,0,0,0,0,0,0
31,61,丹灶镇,112.96175,23.05675,2,0,0,0,0,0,0,0,0,0,0
26,67,丹灶镇,112.93925,23.08375,1,0,0,0,0,0,0,0,0,0,0
16,60,丹灶镇,112.89425,23.05225,3,0,0,0,0,0,0,0,0,0,0
31,62,丹灶镇,112.96175,23.06125,4,0,0,0,0,0,0,0,0,0,0
22,57,丹灶镇,112.92125,23.03875,4,0,0,0,0,0,0,0,0,0,0
27,59,丹灶镇,112.94375,23.04775,2,0,0,0,0,0,0,0,0,0,0
19,60,丹灶镇,112.90775,23.05225,1,0,0,0,0,0,0,0,0,0,0
17,65,丹灶镇,112.89875,23.07475,1,0,0,0,0,0,0,0,0,0,0
30,62,丹灶镇,112.95725,23.06125,7,0,0,0,0,0,0,0,0,0,0
22,56,丹灶镇,112.92125,23.03425,1,0,0,0,0,0,0,0,0,0,0
23,74,丹灶镇,112.92575,23.11525,3,0,0,0,0,0,0,0,0,0,0
15,53,丹灶镇,112.88975,23.02075,1,0,0,0,0,0,0,0,0,0,0
17,61,丹灶镇,112.89875,23.05675,1,0,0,0,0,0,0,0,0,0,0
12,61,丹灶镇,112.87625,23.05675,3,0,0,0,0,0,0,0,0,0,0
17,60,丹灶镇,112.89875,23.05225,1,0,0,0,0,0,0,0,0,0,0
25,59,丹灶镇,112.93475,23.04775,7,0,0,0,0,0,0,0,0,0,0
17,55,丹灶镇,112.89875,23.02975,1,0,0,0,0,0,0,0,0,0,0
18,62,丹灶镇,112.90325,23.06125,2,0,0,0,0,0,0,0,0,0,0
18,76,丹灶镇,112.90325,23.12425,3,0,0,0,0,0,0,0,0,0,0
30,67,丹灶镇,112.95725,23.08375,5,0,0,0,0,0,0,0,0,0,0
25,71,丹灶镇,112.93475,23.10175,1,0,0,0,0,0,0,0,0,0,0
23,64,丹灶镇,112.92575,23.07025,1,0,0,0,0,0,0,0,0,0,0
22,75,丹灶镇,112.92125,23.11975,7,0,0,0,0,0,0,0,0,0,0
29,66,丹灶镇,112.95275,23.07925,1,0,0,0,0,0,0,0,0,0,0
24,47,丹灶镇,112.93025,22.99375,1,0,0,0,0,0,0,0,0,0,0
32,55,丹灶镇,112.96625,23.02975,1,0,0,0,0,0,0,0,0,0,0
18,63,丹灶镇,112.90325,23.06575,1,0,0,0,0,0,0,0,0,0,0
30,52,丹灶镇,112.95725,23.01625,1,0,0,0,0,0,0,0,0,0,0
35,56,丹灶镇,112.97975,23.03425,1,0,0,0,0,0,0,0,0,0,0
32,54,丹灶镇,112.96625,23.02525,1,0,0,0,0,0,0,0,0,0,0
23,65,丹灶镇,112.92575,23.07475,1,0,0,0,0,0,0,0,0,0,0
33,63,丹灶镇,112.97075,23.06575,3,0,0,0,0,0,0,0,0,0,0
24,64,丹灶镇,112.93025,23.07025,1,0,0,0,0,0,0,0,0,0,0
16,56,丹灶镇,112.89425,23.03425,1,0,0,0,0,0,0,0,0,0,0
24,62,丹灶镇,112.93025,23.06125,1,0,0,0,0,0,0,0,0,0,0
34,57,丹灶镇,112.97525,23.03875,2,0,0,0,0,0,0,0,0,0,0
28,51,丹灶镇,112.94825,23.01175,1,0,0,0,0,0,0,0,0,0,0
26,62,丹灶镇,112.93925,23.06125,9,0,0,0,0,0,0,0,0,0,0
31,54,丹灶镇,112.96175,23.02525,1,0,0,0,0,0,0,0,0,0,0
21,53,丹灶镇,112.91675,23.02075,1,0,0,0,0,0,0,0,0,0,0
22,69,丹灶镇,112.92125,23.09275,1,0,0,0,0,0,0,0,0,0,0
27,64,丹灶镇,112.94375,23.07025,1,0,0,0,0,0,0,0,0,0,0
35,52,丹灶镇,112.97975,23.01625,1,0,0,0,0,0,0,0,0,0,0
29,60,丹灶镇,112.95275,23.05225,1,0,0,0,0,0,0,0,0,0,0
28,72,丹灶镇,112.94825,23.10625,1,0,0,0,0,0,0,0,0,0,0
20,57,丹灶镇,112.91225,23.03875,2,0,0,0,0,0,0,0,0,0,0
21,57,丹灶镇,112.91675,23.03875,2,0,0,0,0,0,0,0,0,0,0
19,76,丹灶镇,112.90775,23.12425,1,0,0,0,0,0,0,0,0,0,0
32,49,丹灶镇,112.96625,23.00275,1,0,0,0,0,0,0,0,0,0,0
33,48,丹灶镇,112.97075,22.99825,2,0,0,0,0,0,0,0,0,0,0
15,50,丹灶镇,112.88975,23.00725,1,0,0,0,0,0,0,0,0,0,0
31,67,丹灶镇,112.96175,23.08375,41,0,0,0,0,0,0,0,0,0,0
22,73,丹灶镇,112.92125,23.11075,29,0,0,0,0,0,0,0,0,0,0
19,61,丹灶镇,112.90775,23.05675,47,0,0,0,0,0,0,0,0,0,0
31,59,丹灶镇,112.96175,23.04775,1,0,0,0,0,0,0,0,0,0,0
21,73,丹灶镇,112.91675,23.11075,19,0,0,0,0,0,0,0,0,0,0
30,63,丹灶镇,112.95725,23.06575,13,0,0,0,0,0,0,0,0,0,0
17,71,丹灶镇,112.89875,23.10175,30,0,0,0,0,0,0,0,0,0,0
25,69,丹灶镇,112.93475,23.09275,4,0,0,0,0,0,0,0,0,0,0
21,75,丹灶镇,112.91675,23.11975,7,0,0,0,0,0,0,0,0,0,0
27,63,丹灶镇,112.94375,23.06575,27,0,0,0,0,0,0,0,0,0,0
31,48,丹灶镇,112.96175,22.99825,1,0,0,0,0,0,0,0,0,0,0
32,63,丹灶镇,112.96625,23.06575,3,0,0,0,0,0,0,0,0,0,0
16,62,丹灶镇,112.89425,23.06125,1,0,0,0,0,0,0,0,0,0,0
31,65,丹灶镇,112.96175,23.07475,2,0,0,0,0,0,0,0,0,0,0
20,71,丹灶镇,112.91225,23.10175,2,0,0,0,0,0,0,0,0,0,0
33,49,丹灶镇,112.97075,23.00275,1,0,0,0,0,0,0,0,0,0,0
17,49,丹灶镇,112.89875,23.00275,2,0,0,0,0,0,0,0,0,0,0
19,63,丹灶镇,112.90775,23.06575,1,0,0,0,0,0,0,0,0,0,0
28,67,丹灶镇,112.94825,23.08375,2,0,0,0,0,0,0,0,0,0,0
26,68,丹灶镇,112.93925,23.08825,6,0,0,0,0,0,0,0,0,0,0
26,56,丹灶镇,112.93925,23.03425,2,0,0,0,0,0,0,0,0,0,0
33,57,丹灶镇,112.97075,23.03875,3,0,0,0,0,0,0,0,0,0,0
24,60,丹灶镇,112.93025,23.05225,12,0,0,0,0,0,0,0,0,0,0
22,62,丹灶镇,112.92125,23.06125,2,0,0,0,0,0,0,0,0,0,0
33,47,丹灶镇,112.97075,22.99375,2,0,0,0,0,0,0,0,0,0,0
30,61,丹灶镇,112.95725,23.05675,3,0,0,0,0,0,0,0,0,0,0
19,72,丹灶镇,112.90775,23.10625,7,0,0,0,0,0,0,0,0,0,0
27,62,丹灶镇,112.94375,23.06125,19,0,0,0,0,0,0,0,0,0,0
19,62,丹灶镇,112.90775,23.06125,6,0,0,0,0,0,0,0,0,0,0
29,63,丹灶镇,112.95275,23.06575,3,0,0,0,0,0,0,0,0,0,0
12,64,丹灶镇,112.87625,23.07025,1,0,0,0,0,0,0,0,0,0,0
19,57,丹灶镇,112.90775,23.03875,2,0,0,0,0,0,0,0,0,0,0
24,61,丹灶镇,112.93025,23.05675,16,0,0,0,0,0,0,0,0,0,0
26,73,丹灶镇,112.93925,23.11075,3,0,0,0,0,0,0,0,0,0,0
14,53,丹灶镇,112.88525,23.02075,1,0,0,0,0,0,0,0,0,0,0
33,62,丹灶镇,112.97075,23.06125,4,0,0,0,0,0,0,0,0,0,0
24,59,丹灶镇,112.93025,23.04775,14,0,0,0,0,0,0,0,0,0,0
31,56,丹灶镇,112.96175,23.03425,3,0,0,0,0,0,0,0,0,0,0
30,64,丹灶镇,112.95725,23.07025,2,0,0,0,0,0,0,0,0,0,0
23,47,丹灶镇,112.92575,22.99375,3,0,0,0,0,0,0,0,0,0,0
15,51,丹灶镇,112.88975,23.01175,2,0,0,0,0,0,0,0,0,0,0
23,71,丹灶镇,112.92575,23.10175,2,0,0,0,0,0,0,0,0,0,0
14,72,丹灶镇,112.88525,23.10625,3,0,0,0,0,0,0,0,0,0,0
20,72,丹灶镇,112.91225,23.10625,1,0,0,0,0,0,0,0,0,0,0
26,57,丹灶镇,112.93925,23.03875,2,0,0,0,0,0,0,0,0,0,0
25,74,丹灶镇,112.93475,23.11525,1,0,0,0,0,0,0,0,0,0,0
11,59,丹灶镇,112.87175,23.04775,2,0,0,0,0,0,0,0,0,0,0
23,73,丹灶镇,112.92575,23.11075,2,0,0,0,0,0,0,0,0,0,0
15,67,丹灶镇,112.88975,23.08375,3,0,0,0,0,0,0,0,0,0,0
15,68,丹灶镇,112.88975,23.08825,1,0,0,0,0,0,0,0,0,0,0
26,63,丹灶镇,112.93925,23.06575,5,0,0,0,0,0,0,0,0,0,0
12,58,丹灶镇,112.87625,23.04325,1,0,0,0,0,0,0,0,0,0,0
16,72,丹灶镇,112.89425,23.10625,1,0,0,0,0,0,0,0,0,0,0
26,60,丹灶镇,112.93925,23.05225,1,0,0,0,0,0,0,0,0,0,0
25,70,丹灶镇,112.93475,23.09725,10,0,0,0,0,0,0,0,0,0,0
16,49,丹灶镇,112.89425,23.00275,3,0,0,0,0,0,0,0,0,0,0
18,72,丹灶镇,112.90325,23.10625,1,0,0,0,0,0,0,0,0,0,0
23,62,丹灶镇,112.92575,23.06125,2,0,0,0,0,0,0,0,0,0,0
27,60,丹灶镇,112.94375,23.05225,3,0,0,0,0,0,0,0,0,0,0
27,72,丹灶镇,112.94375,23.10625,1,0,0,0,0,0,0,0,0,0,0
15,65,丹灶镇,112.88975,23.07475,2,0,0,0,0,0,0,0,0,0,0
34,56,丹灶镇,112.97525,23.03425,1,0,0,0,0,0,0,0,0,0,0
15,61,丹灶镇,112.88975,23.05675,2,0,0,0,0,0,0,0,0,0,0
33,56,丹灶镇,112.97075,23.03425,3,0,0,0,0,0,0,0,0,0,0
22,64,丹灶镇,112.92125,23.07025,1,0,0,0,0,0,0,0,0,0,0
26,64,丹灶镇,112.93925,23.07025,1,0,0,0,0,0,0,0,0,0,0
15,66,丹灶镇,112.88975,23.07925,1,0,0,0,0,0,0,0,0,0,0
31,66,丹灶镇,112.96175,23.07925,2,0,0,0,0,0,0,0,0,0,0
19,56,丹灶镇,112.90775,23.03425,2,0,0,0,0,0,0,0,0,0,0
23,61,丹灶镇,112.92575,23.05675,1,0,0,0,0,0,0,0,0,0,0
24,58,丹灶镇,112.93025,23.04325,2,0,0,0,0,0,0,0,0,0,0
20,73,丹灶镇,112.91225,23.11075,1,0,0,0,0,0,0,0,0,0,0
21,61,丹灶镇,112.91675,23.05675,1,0,0,0,0,0,0,0,0,0,0
27,57,丹灶镇,112.94375,23.03875,3,0,0,0,0,0,0,0,0,0,0
20,61,丹灶镇,112.91225,23.05675,2,0,0,0,0,0,0,0,0,0,0
27,55,丹灶镇,112.94375,23.02975,1,0,0,0,0,0,0,0,0,0,0
26,69,丹灶镇,112.93925,23.09275,1,0,0,0,0,0,0,0,0,0,0
26,61,丹灶镇,112.93925,23.05675,1,0,0,0,0,0,0,0,0,0,0
28,63,丹灶镇,112.94825,23.06575,1,0,0,0,0,0,0,0,0,0,0
31,53,丹灶镇,112.96175,23.02075,1,0,0,0,0,0,0,0,0,0,0
27,70,丹灶镇,112.94375,23.09725,1,0,0,0,0,0,0,0,0,0,0
16,50,丹灶镇,112.89425,23.00725,1,0,0,0,0,0,0,0,0,0,0
12,67,丹灶镇,112.87625,23.08375,1,0,0,0,0,0,0,0,0,0,0
17,70,丹灶镇,112.89875,23.09725,1,0,0,0,0,0,0,0,0,0,0
34,49,丹灶镇,112.97525,23.00275,1,0,0,0,0,0,0,0,0,0,0
21,52,丹灶镇,112.91675,23.01625,1,0,0,0,0,0,0,0,0,0,0
18,70,丹灶镇,112.90325,23.09725,1,0,0,0,0,0,0,0,0,0,0
28,58,丹灶镇,112.94825,23.04325,1,0,0,0,0,0,0,0,0,0,0
16,68,丹灶镇,112.89425,23.08825,1,0,0,0,0,0,0,0,0,0,0
12,70,丹灶镇,112.87625,23.09725,1,0,0,0,0,0,0,0,0,0,0
21,48,丹灶镇,112.91675,22.99825,1,0,0,0,0,0,0,0,0,0,0
17,78,丹灶镇,112.89875,23.13325,1,0,0,0,0,0,0,0,0,0,0
25,67,丹灶镇,112.93475,23.08375,1,0,0,0,0,0,0,0,0,0,0
22,66,丹灶镇,112.92125,23.07925,1,0,0,0,0,0,0,0,0,0,0
17,63,丹灶镇,112.89875,23.06575,1,0,0,0,0,0,0,0,0,0,0
18,56,丹灶镇,112.90325,23.03425,1,0,0,0,0,0,0,0,0,0,0
25,62,丹灶镇,112.93475,23.06125,1,0,0,0,0,0,0,0,0,0,0
31,63,丹灶镇,112.96175,23.06575,2,0,0,0,0,0,0,0,0,0,0
19,70,丹灶镇,112.90775,23.09725,1,0,0,0,0,0,0,0,0,0,0
23,56,丹灶镇,112.92575,23.03425,1,0,0,0,0,0,0,0,0,0,0
22,58,丹灶镇,112.92125,23.04325,1,0,0,0,0,0,0,0,0,0,0
13,74,丹灶镇,112.88075,23.11525,1,0,0,0,0,0,0,0,0,0,0
16,64,丹灶镇,112.89425,23.07025,1,0,0,0,0,0,0,0,0,0,0
28,68,丹灶镇,112.94825,23.08825,1,0,0,0,0,0,0,0,0,0,0
29,59,丹灶镇,112.95275,23.04775,2,0,0,0,0,0,0,0,0,0,0
34,52,丹灶镇,112.97525,23.01625,1,0,0,0,0,0,0,0,0,0,0
24,66,丹灶镇,112.93025,23.07925,1,0,0,0,0,0,0,0,0,0,0
16,67,丹灶镇,112.89425,23.08375,1,0,0,0,0,0,0,0,0,0,0
25,63,丹灶镇,112.93475,23.06575,1,0,0,0,0,0,0,0,0,0,0
17,58,丹灶镇,112.89875,23.04325,1,0,0,0,0,0,0,0,0,0,0
30,66,丹灶镇,112.95725,23.07925,1,0,0,0,0,0,0,0,0,0,0
12,68,丹灶镇,112.87625,23.08825,1,0,0,0,0,0,0,0,0,0,0
22,72,丹灶镇,112.92125,23.10625,1,0,0,0,0,0,0,0,0,0,0
25,64,丹灶镇,112.93475,23.07025,1,0,0,0,0,0,0,0,0,0,0
11,69,丹灶镇,112.87175,23.09275,1,0,0,0,0,0,0,0,0,0,0
31,64,丹灶镇,112.96175,23.07025,1,0,0,0,0,0,0,0,0,0,0
32,61,丹灶镇,112.96625,23.05675,1,0,0,0,0,0,0,0,0,0,0
34,46,丹灶镇,112.97525,22.98925,2,0,0,0,0,0,0,0,0,0,0
33,54,丹灶镇,112.97075,23.02525,1,0,0,0,0,0,0,0,0,0,0
32,60,丹灶镇,112.96625,23.05225,1,0,0,0,0,0,0,0,0,0,0
32,58,丹灶镇,112.96625,23.04325,1,0,0,0,0,0,0,0,0,0,0
40,17,九江镇,113.00225,22.85875,4,4,5,123,1969,167,3708,20052,5,98,1298
40,16,九江镇,113.00225,22.85425,2,2,6,124,1969,169,3710,20052,6,99,1298
43,11,九江镇,113.01575,22.83175,8,8,5,81,1476,129,2502,17060,5,61,921
44,11,九江镇,113.02025,22.83175,9,9,3,76,1466,122,2472,16981,3,58,917
43,12,九江镇,113.01575,22.83625,4,4,3,73,1415,121,2304,16804,3,54,874
44,12,九江镇,113.02025,22.83625,3,2,2,71,1411,116,2296,16772,2,53,873
47,8,九江镇,113.03375,22.81825,2,2,3,66,1364,104,2223,16075,3,48,836
47,9,九江镇,113.03375,22.82275,1,1,3,66,1364,104,2223,16075,3,48,836
46,8,九江镇,113.02925,22.81825,2,1,3,66,1364,104,2223,16075,3,48,836
36,12,九江镇,112.98425,22.83625,7,6,1,62,1306,97,2048,15797,1,45,791
35,13,九江镇,112.97975,22.84075,1,1,1,62,1306,97,2048,15797,1,45,791
30,20,九江镇,112.95725,22.87225,5,5,5,24,958,23,1865,13124,5,16,690
42,11,九江镇,113.01125,22.83175,15,15,3,20,454,30,697,8347,3,18,355
40,13,九江镇,113.00225,22.84075,6,5,3,14,446,15,573,7393,2,10,313
40,12,九江镇,113.00225,22.83625,27,26,3,14,446,15,573,7393,2,10,313
41,12,九江镇,113.00675,22.83625,4,4,3,14,446,15,573,7393,2,10,313
41,13,九江镇,113.00675,22.84075,2,1,3,14,446,15,573,7393,2,10,313
41,14,九江镇,113.00675,22.84525,66,34,2,9,378,6,496,5903,2,8,273
40,14,九江镇,113.00225,22.84525,3,3,2,9,378,6,496,5903,2,8,273
41,15,九江镇,113.00675,22.84975,2,2,2,9,378,6,496,5903,2,8,273
42,12,九江镇,113.01125,22.83625,4,3,2,14,356,24,519,7058,2,12,280
43,13,九江镇,113.01575,22.84075,3,1,1,11,315,19,459,6514,1,10,249
43,10,九江镇,113.01575,22.82725,1,1,2,9,121,8,200,3296,2,8,84
41,11,九江镇,113.00675,22.83175,6,3,2,7,118,14,131,3084,1,3,77
44,10,九江镇,113.02025,22.82725,1,1,1,6,111,6,178,3108,1,6,81
49,10,九江镇,113.04275,22.82725,2,2,1,3,107,2,172,3001,1,3,78
48,10,九江镇,113.03825,22.82725,1,1,1,3,107,2,172,3001,1,3,78
28,15,九江镇,112.94825,22.84975,2,1,1,2,104,3,167,2995,1,2,75
26,16,九江镇,112.93925,22.85425,2,1,1,2,104,3,167,2995,1,2,75
39,15,九江镇,112.99775,22.84975,2,2,1,2,104,2,166,2995,1,2,75
40,11,九江镇,113.00225,22.83175,3,2,1,4,62,9,71,1446,0,1,33
48,7,九江镇,113.03825,22.81375,1,1,1,2,21,3,37,133,1,2,16
44,9,九江镇,113.02025,22.82275,3,2,1,3,14,2,22,397,1,2,6
43,9,九江镇,113.01575,22.82275,1,1,1,3,14,2,22,397,1,2,6
45,29,九江镇,113.02475,22.91275,2,1,1,2,3,2,9,18,1,1,1
47,30,九江镇,113.03375,22.91725,2,1,1,2,3,2,9,18,1,1,1
46,29,九江镇,113.02925,22.91275,5,5,1,2,3,2,9,18,1,1,1
46,30,九江镇,113.02925,22.91725,1,1,1,2,3,2,9,18,1,1,1
47,29,九江镇,113.03375,22.91275,3,1,1,2,3,2,9,18,1,1,1
41,9,九江镇,113.00675,22.82275,1,0,0,0,0,0,0,0,0,0,0
40,10,九江镇,113.00225,22.82725,3,0,0,0,0,0,0,0,0,0,0
45,30,九江镇,113.02475,22.91725,5,0,0,0,0,0,0,0,0,0,0
41,27,九江镇,113.00675,22.90375,3,0,0,0,0,0,0,0,0,0,0
45,7,九江镇,113.02475,22.81375,1,0,0,0,0,0,0,0,0,0,0
36,7,九江镇,112.98425,22.81375,1,0,0,0,0,0,0,0,0,0,0
23,21,九江镇,112.92575,22.87675,2,0,0,0,0,0,0,0,0,0,0
44,30,九江镇,113.02025,22.91725,17,0,0,0,0,0,0,0,0,0,0
